Player,Team,Nation,Position,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Playing Time_MP,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
Ayden Heaven,Manchester United,eng ENG,DF,17.0,4.0,2,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.9,0.0,2.0,0.0,0.0,1.06,0.0,0.0,N/a,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,3.0,N/a,N/a,0.0
Bart Verbruggen,Brighton & Hove Albion,nl NED,GK,21.0,36.0,36,3240.0,36.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.03,0.03,0.0,0.03,36.0,58.0,1.61,140.0,89.0,65.0,14.0,13.0,9.0,7.0,19.4,9.0,9.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Bastien Meupiyou,Wolverhampton Wanderers,fr FRA,DF,18.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Ben Brereton,Southampton,cl CHI,"FW,MF",25.0,N/a,4,449.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5.0,0.0,11.0,1.0,9.1,2.2,0.2,0.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,5.0,0.0,2.0,N/a,N/a,0.0
Ben Chilwell,Crystal Palace,eng ENG,MF,27.0,8.0,1,259.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.35,0.0,0.35,0.35,0.35,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2.9,1.0,5.0,3.0,60.0,1.74,1.04,0.2,0.33,0.0,0.0,0.0,2.0,3.0,2.0,7.0,6.0,6.0,N/a,N/a,0.0
Ben Godfrey,Ipswich Town,eng ENG,DF,26.0,3.0,2,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.8,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,N/a,N/a,0.0
Ben Johnson,Ipswich Town,eng ENG,"MF,DF",24.0,23.0,14,1354.0,15.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,1.0,0.07,0.13,0.2,0.07,0.2,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15.0,1.0,7.0,3.0,42.9,0.47,0.2,0.14,0.33,0.0,0.0,1.0,27.0,6.0,1.0,37.0,13.0,20.0,N/a,N/a,0.0
Ben Mee,Brentford,eng ENG,DF,34.0,7.0,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,N/a,N/a,0.0
Ben White,Arsenal,eng ENG,DF,26.0,17.0,13,1198.0,13.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.15,0.15,0.0,0.15,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,13.3,0.0,9.0,2.0,22.2,0.68,0.15,0.0,0.0,0.0,0.0,0.0,10.0,5.0,1.0,17.0,16.0,15.0,N/a,N/a,0.0
Ben Winterburn,Bournemouth,eng ENG,MF,19.0,N/a,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.3,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,N/a,N/a,0.0
Benjamin Arthur,Brentford,eng ENG,DF,18.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Benjamin Broggio,Aston Villa,eng ENG,FW,17.0,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Benjamin Fredrick,Brentford,ng NGA,DF,19.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Benjamin Nelson,Leicester City,eng ENG,DF,20.0,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Benoît Badiashile,Chelsea,fr FRA,DF,23.0,5.0,3,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,3.7,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,6.0,2.0,0.0,1.0,6.0,6.0,N/a,N/a,0.0
Bernardo Silva,Manchester City,pt POR,MF,29.0,33.0,29,2670.0,29.7,4.0,4.0,8.0,4.0,0.0,0.0,7.0,0.0,0.13,0.13,0.27,0.13,0.27,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,29.7,4.0,32.0,12.0,37.5,1.08,0.4,0.13,0.33,0.0,0.0,0.0,27.0,31.0,3.0,60.0,21.0,35.0,N/a,N/a,0.0
Bernd Leno,Fulham,de GER,GK,32.0,N/a,38,3420.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.03,0.03,0.0,0.03,38.0,54.0,1.42,158.0,107.0,67.7,15.0,9.0,14.0,5.0,13.2,4.0,3.0,1.0,0.0,25.0,38.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,N/a,N/a,0.0
Beto,Everton,gw GNB,FW,26.0,N/a,15,1534.0,17.0,8.0,0.0,8.0,8.0,0.0,0.0,2.0,0.0,0.47,0.0,0.47,0.47,0.47,30.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17.0,8.0,49.0,23.0,46.9,2.87,1.35,0.16,0.35,0.0,0.0,0.0,33.0,23.0,16.0,4.0,4.0,7.0,N/a,N/a,0.0
Bilal El Khannouss,Leicester City,ma MAR,MF,20.0,N/a,27,2182.0,24.2,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.08,0.12,0.21,0.08,0.21,32.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,24.2,2.0,30.0,7.0,23.3,1.24,0.29,0.07,0.29,0.0,0.0,0.0,30.0,13.0,1.0,89.0,5.0,30.0,N/a,N/a,0.0
Billy Gilmour,Brighton & Hove Albion,sct SCO,MF,23.0,2.0,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.1,0.0,1.0,0.0,0.0,0.92,0.0,0.0,N/a,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,4.0,N/a,N/a,0.0
Bobby De Cordova-Reid,Leicester City,jm JAM,"MF,FW",31.0,N/a,9,744.0,8.3,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.12,0.24,0.36,0.12,0.36,23.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,8.3,1.0,7.0,3.0,42.9,0.85,0.36,0.14,0.33,0.0,0.0,0.0,8.0,9.0,4.0,15.0,1.0,3.0,N/a,N/a,0.0
Boubacar Kamara,Aston Villa,fr FRA,"MF,DF",24.0,N/a,20,1726.0,19.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.05,0.0,0.05,0.05,0.05,26.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.2,1.0,10.0,3.0,30.0,0.52,0.16,0.1,0.33,0.0,0.0,0.0,29.0,35.0,0.0,1.0,16.0,23.0,N/a,N/a,0.0
Boubacar Traoré,Wolverhampton Wanderers,ml MLI,MF,22.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Boubakary Soumaré,Leicester City,fr FRA,MF,25.0,N/a,25,2171.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,24.1,0.0,7.0,0.0,0.0,0.29,0.0,0.0,N/a,0.0,0.0,0.0,24.0,23.0,0.0,10.0,27.0,19.0,N/a,N/a,0.0
Brajan Gruda,Brighton & Hove Albion,de GER,"MF,FW",20.0,21.0,8,687.0,7.6,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.13,0.52,0.66,0.13,0.66,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,7.6,1.0,11.0,5.0,45.5,1.44,0.66,0.09,0.2,0.0,0.0,0.0,7.0,12.0,1.0,29.0,2.0,8.0,N/a,N/a,0.0
Brayden Clarke,Arsenal,wls WAL,DF,17.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Bruno Fernandes,Manchester United,pt POR,MF,29.0,36.0,35,3018.0,33.5,8.0,10.0,18.0,5.0,3.0,3.0,5.0,2.0,0.24,0.3,0.54,0.15,0.45,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,33.5,8.0,96.0,29.0,30.2,2.86,0.86,0.05,0.17,3.0,3.0,1.0,32.0,40.0,2.0,185.0,26.0,52.0,N/a,N/a,0.0
Bruno Guimarães,Newcastle United,br BRA,MF,26.0,38.0,38,3271.0,36.3,5.0,6.0,11.0,5.0,0.0,0.0,7.0,0.0,0.14,0.17,0.3,0.14,0.3,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,36.3,5.0,45.0,15.0,33.3,1.24,0.41,0.11,0.33,0.0,0.0,0.0,65.0,107.0,2.0,29.0,28.0,47.0,N/a,N/a,0.0
Bryan Mbeumo,Brentford,cm CMR,"MF,FW",24.0,38.0,38,3414.0,37.9,20.0,7.0,27.0,15.0,5.0,6.0,3.0,0.0,0.53,0.18,0.71,0.4,0.58,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,37.9,20.0,85.0,41.0,48.2,2.24,1.08,0.18,0.37,5.0,6.0,0.0,25.0,44.0,11.0,200.0,11.0,30.0,N/a,N/a,0.0
Bukayo Saka,Arsenal,eng ENG,"FW,MF",22.0,25.0,20,1729.0,19.2,6.0,10.0,16.0,5.0,1.0,1.0,3.0,0.0,0.31,0.52,0.83,0.26,0.78,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,19.2,6.0,67.0,23.0,34.3,3.49,1.2,0.07,0.22,1.0,1.0,0.0,15.0,39.0,7.0,115.0,3.0,15.0,N/a,N/a,0.0
Caleb Kporha,Crystal Palace,eng ENG,DF,18.0,2.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.1,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,N/a,N/a,0.0
Caleb Okoli,Leicester City,it ITA,DF,23.0,N/a,12,1125.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.08,0.0,0.08,0.08,0.08,19.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,12.5,1.0,4.0,2.0,50.0,0.32,0.16,0.25,0.5,0.0,0.0,0.0,16.0,9.0,0.0,1.0,15.0,14.0,N/a,N/a,0.0
Callan Mckenna,Bournemouth,sct SCO,GK,17.0,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Callum Bates,Everton,eng ENG,MF,18.0,N/a,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Callum Hudson-Odoi,Nottingham Forest,eng ENG,MF,23.0,31.0,25,2194.0,24.4,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,0.21,0.08,0.29,0.21,0.29,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,24.4,5.0,37.0,17.0,45.9,1.52,0.7,0.14,0.29,0.0,0.0,0.0,12.0,25.0,8.0,80.0,13.0,16.0,N/a,N/a,0.0
Callum Wilson,Newcastle United,eng ENG,FW,32.0,18.0,2,370.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4.1,0.0,6.0,1.0,16.7,1.46,0.24,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,2.0,1.0,2.0,N/a,N/a,0.0
Calvin Bassey,Fulham,ng NGA,DF,24.0,N/a,34,3074.0,34.2,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.03,0.0,0.03,0.03,0.03,35.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,34.2,1.0,14.0,4.0,28.6,0.41,0.12,0.07,0.25,0.0,0.0,0.0,26.0,31.0,2.0,9.0,19.0,33.0,N/a,N/a,0.0
Cameron Archer,Southampton,eng ENG,FW,23.0,N/a,13,1441.0,16.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,35.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16.0,2.0,29.0,11.0,37.9,1.81,0.69,0.07,0.18,0.0,1.0,0.0,16.0,13.0,8.0,4.0,1.0,9.0,N/a,N/a,0.0
Cameron Burgess,Ipswich Town,au AUS,DF,28.0,18.0,16,1541.0,17.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17.1,0.0,10.0,3.0,30.0,0.58,0.18,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,10.0,13.0,N/a,N/a,0.0
Caoimhín Kelleher,Liverpool,ie IRL,GK,25.0,10.0,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,1.2,37.0,24.0,67.6,7.0,2.0,1.0,4.0,40.0,1.0,0.0,1.0,0.0,100.0,10.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Carl Rushworth,Brighton & Hove Albion,eng ENG,GK,23.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Carlos Alcaraz,Everton,ar ARG,MF,21.0,N/a,7,764.0,8.5,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.24,0.35,0.59,0.24,0.59,15.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,8.5,2.0,26.0,11.0,42.3,3.06,1.3,0.08,0.18,0.0,0.0,0.0,13.0,12.0,1.0,11.0,5.0,4.0,N/a,N/a,0.0
Carlos Alcaraz,Southampton,ar ARG,MF,21.0,N/a,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.1,0.0,1.0,1.0,100.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,N/a,N/a,0.0
Carlos Baleba,Brighton & Hove Albion,cm CMR,MF,20.0,34.0,31,2661.0,29.6,3.0,1.0,4.0,3.0,0.0,0.0,8.0,1.0,0.1,0.03,0.14,0.1,0.14,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,29.6,3.0,44.0,11.0,25.0,1.49,0.37,0.07,0.27,0.0,0.0,1.0,39.0,47.0,0.0,9.0,49.0,44.0,N/a,N/a,0.0
Carlos Forbs,Wolverhampton Wanderers,pt POR,MF,20.0,10.0,1,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2.7,0.0,2.0,0.0,0.0,0.75,0.0,0.0,N/a,0.0,0.0,0.0,2.0,1.0,0.0,8.0,1.0,4.0,N/a,N/a,0.0
Carlos Miguel,Nottingham Forest,br BRA,GK,25.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Carlos Soler,West Ham United,es ESP,MF,27.0,31.0,14,1409.0,15.7,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.06,0.06,0.13,0.06,0.13,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,15.7,1.0,25.0,9.0,36.0,1.6,0.57,0.04,0.11,0.0,0.0,0.0,26.0,19.0,0.0,35.0,8.0,11.0,N/a,N/a,0.0
Carlos Vinícius,Fulham,br BRA,FW,29.0,N/a,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.2,0.0,1.0,1.0,100.0,5.63,5.63,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
Casemiro,Manchester United,br BRA,MF,32.0,24.0,18,1494.0,16.6,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.06,0.0,0.06,0.06,0.06,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16.6,1.0,32.0,10.0,31.3,1.93,0.6,0.03,0.1,0.0,0.0,0.0,20.0,19.0,3.0,20.0,15.0,52.0,N/a,N/a,0.0
Cesare Casadei,Chelsea,it ITA,MF,21.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Chadi Riad,Crystal Palace,ma MAR,DF,21.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,N/a,N/a,0.0
Charlie Tasker,Brighton & Hove Albion,eng ENG,DF,18.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Charlie Taylor,Southampton,eng ENG,DF,30.0,N/a,3,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,2.0,3.0,0.0,9.0,5.0,6.0,N/a,N/a,0.0
Cheick Doucouré,Crystal Palace,ml MLI,MF,24.0,13.0,4,452.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,5.0,0.0,7.0,0.0,0.0,1.39,0.0,0.0,N/a,0.0,0.0,0.0,7.0,7.0,0.0,1.0,11.0,9.0,N/a,N/a,0.0
Chidozie Obi-Martin,Manchester United,dk DEN,FW,16.0,7.0,1,165.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.8,0.0,5.0,1.0,20.0,2.73,0.55,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,N/a,N/a,0.0
