Player,Team,Nation,Position,Age,MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Playing Time_MP,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
William Smallbone,Southampton,ie IRL,MF,24.0,N/a,6,690.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.13,0.0,0.13,0.13,0.13,18.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,7.7,1.0,7.0,2.0,28.6,0.91,0.26,0.14,0.5,0.0,0.0,0.0,11.0,3.0,0.0,36.0,2.0,12.0,N/a,N/a,0.0
Willian,Fulham,br BRA,"MF,FW",35.0,N/a,2,257.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,2.9,0.0,7.0,0.0,0.0,2.45,0.0,0.0,N/a,0.0,0.0,0.0,1.0,0.0,0.0,16.0,1.0,2.0,N/a,N/a,0.0
Willy Boly,Nottingham Forest,ci CIV,DF,33.0,6.0,1,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.7,0.0,1.0,1.0,100.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,N/a,N/a,0.0
Wout Faes,Leicester City,be BEL,DF,26.0,N/a,30,2815.0,31.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.03,0.0,0.03,0.03,0.03,34.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,31.3,1.0,12.0,1.0,8.3,0.38,0.03,0.08,1.0,0.0,0.0,0.0,23.0,11.0,1.0,5.0,22.0,28.0,N/a,N/a,0.0
Woyo Coulibaly,Leicester City,ml MLI,DF,25.0,N/a,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,1.2,0.0,2.0,1.0,50.0,1.65,0.83,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,4.0,N/a,N/a,0.0
Yankuba Minteh,Brighton & Hove Albion,gm GAM,MF,20.0,32.0,20,1838.0,20.4,6.0,4.0,10.0,6.0,0.0,0.0,6.0,0.0,0.29,0.2,0.49,0.29,0.49,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,20.4,6.0,34.0,16.0,47.1,1.66,0.78,0.18,0.38,0.0,0.0,0.0,21.0,11.0,6.0,90.0,12.0,36.0,N/a,N/a,0.0
Yasin Ayari,Brighton & Hove Albion,se SWE,MF,20.0,34.0,22,1965.0,21.8,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,0.09,0.05,0.14,0.09,0.14,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,21.8,2.0,28.0,8.0,28.6,1.28,0.37,0.07,0.25,0.0,0.0,0.0,36.0,26.0,3.0,70.0,20.0,32.0,N/a,N/a,0.0
Yehor Yarmoliuk,Brentford,ua UKR,MF,20.0,31.0,15,1450.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,16.1,0.0,9.0,2.0,22.2,0.56,0.12,0.0,0.0,0.0,0.0,0.0,19.0,13.0,2.0,16.0,13.0,30.0,N/a,N/a,0.0
Yerson Mosquera,Wolverhampton Wanderers,co COL,DF,23.0,5.0,5,441.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,4.9,0.0,2.0,0.0,0.0,0.41,0.0,0.0,N/a,0.0,0.0,0.0,6.0,7.0,1.0,2.0,10.0,6.0,N/a,N/a,0.0
Yoane Wissa,Brentford,cd COD,FW,27.0,35.0,34,2919.0,32.4,19.0,4.0,23.0,19.0,0.0,0.0,5.0,0.0,0.59,0.12,0.71,0.59,0.71,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,32.4,19.0,90.0,43.0,47.8,2.77,1.33,0.21,0.44,0.0,0.0,0.0,33.0,51.0,14.0,19.0,8.0,13.0,N/a,N/a,0.0
Youri Tielemans,Aston Villa,be BEL,MF,27.0,N/a,35,3026.0,33.6,3.0,7.0,10.0,3.0,0.0,1.0,4.0,0.0,0.09,0.21,0.3,0.09,0.3,36.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,33.6,3.0,41.0,13.0,31.7,1.22,0.39,0.07,0.23,0.0,1.0,0.0,41.0,56.0,0.0,118.0,22.0,58.0,N/a,N/a,0.0
Youssef Chermiti,Everton,pt POR,FW,20.0,N/a,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.5,0.0,3.0,1.0,33.3,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,N/a,N/a,0.0
Yukinari Sugawara,Southampton,jp JPN,"MF,DF",24.0,N/a,16,1557.0,17.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.06,0.06,0.12,0.06,0.12,30.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,17.3,1.0,14.0,6.0,42.9,0.81,0.35,0.07,0.17,0.0,0.0,0.0,15.0,10.0,4.0,70.0,9.0,16.0,N/a,N/a,0.0
Yunus Emre Konak,Brentford,tr TUR,MF,18.0,10.0,0,42.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.5,0.0,1.0,0.0,0.0,2.14,0.0,0.0,N/a,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,N/a,N/a,0.0
Zach Abbott,Nottingham Forest,eng ENG,DF,18.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Zachariah Marsh,Crystal Palace,eng ENG,FW,18.0,0.0,0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a
Zain Silcott-Duberry,Bournemouth,ms MSR,MF,19.0,N/a,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,0.0,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,N/a,N/a,0.0
Álex Moreno,Nottingham Forest,es ESP,DF,31.0,15.0,11,955.0,10.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,10.6,0.0,6.0,0.0,0.0,0.57,0.0,0.0,N/a,0.0,0.0,0.0,12.0,6.0,0.0,19.0,16.0,18.0,N/a,N/a,0.0
İlkay Gündoğan,Manchester City,de GER,MF,33.0,33.0,25,2223.0,24.7,1.0,6.0,7.0,1.0,0.0,0.0,1.0,0.0,0.04,0.24,0.28,0.04,0.28,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,N/a,24.7,1.0,27.0,7.0,25.9,1.09,0.28,0.04,0.14,0.0,0.0,0.0,15.0,27.0,1.0,62.0,14.0,13.0,N/a,N/a,0.0
Łukasz Fabiański,West Ham United,pl POL,GK,39.0,14.0,13,1160.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,1.63,68.0,50.0,73.5,6.0,3.0,4.0,3.0,23.1,3.0,3.0,0.0,0.0,0.0,12.9,0.0,0.0,0.0,N/a,0.0,0.0,N/a,N/a,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,N/a,N/a,0.0
